ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,activity
5.351,-6.5457,-3.6966,5.0907,-6.7187,-5.0114,0.9046,0.0419,-2.0115,0.121,0.2266,0.3519,11530,2021-05-14 09:49:14:072,Cycling
3.5243,-6.4931,-5.5785,4.4865,-6.9232,-5.302,-0.9622,0.4301,-0.2765,-0.2126,-0.0043,0.2694,12030,2021-05-14 09:49:14:572,Cycling
4.8339,-7.6567,-5.9592,4.3592,-6.4154,-6.0009,0.5393,1.5935,1.2005,-0.0244,-0.1967,-0.0397,12530,2021-05-14 09:49:15:072,Cycling
5.5593,-8.3869,-6.1866,4.4448,-6.3707,-5.9857,1.6164,-1.1678,-0.1911,-0.1778,-0.0892,-0.0312,13030,2021-05-14 09:49:15:572,Cycling
5.9975,-7.4077,-5.624,4.7539,-6.1694,-5.9589,0.456,-0.5855,0.5756,0.2443,-0.19,-0.4985,13531,2021-05-14 09:49:16:073,Cycling
6.0885,-8.3773,-4.8842,4.9528,-6.4696,-5.4575,1.4013,0.6671,-0.126,0.0599,-0.2896,-0.0464,14030,2021-05-14 09:49:16:572,Cycling
5.126,-7.5441,-5.7437,5.1359,-6.3555,-5.4222,-1.4568,1.2606,-0.282,0.4093,-0.2584,-0.4924,14530,2021-05-14 09:49:17:072,Cycling
7.1371,-9.3972,-4.8147,5.4867,-5.8752,-5.6169,-1.9924,3.2409,1.4078,0.0764,-0.3323,-0.0538,15030,2021-05-14 09:49:17:572,Cycling
0.486,-4.9775,-3.6799,5.8984,-5.2019,-5.8583,-9.25,3.8756,9.0936,-0.3775,-0.9591,-0.5779,15530,2021-05-14 09:49:18:072,Cycling
7.4316,-8.0709,-9.0022,2.9848,-9.1081,-2.0748,4.3176,0.935,-6.6853,-0.8564,0.0733,-0.5241,16030,2021-05-14 09:49:18:572,Cycling
3.2753,-0.1772,0.4022,4.6002,-5.8557,-6.3812,-2.8391,6.0762,3.7592,1.606,1.6023,-0.4038,16530,2021-05-14 09:49:19:072,Cycling
0.7973,-2.7581,-6.4931,4.8453,-7.4499,-4.1463,1.735,-1.5674,-3.4458,-0.6683,-0.8296,-1.0892,17030,2021-05-14 09:49:19:572,Cycling
8.2887,-15.1433,-0.1556,3.065,-9.1374,-1.8123,3.3935,-0.4001,-1.6597,1.5461,-0.5284,0.16,17531,2021-05-14 09:49:20:073,Cycling
3.1963,-7.2185,-3.9959,4.9184,-7.5855,-3.8001,0.4923,-2.912,1.2901,-1.2236,-0.2663,-1.4966,18031,2021-05-14 09:49:20:573,Cycling
7.5178,-7.6854,-3.6703,4.4605,-8.4061,-2.369,2.4275,-1.294,0.966,0.8723,1.0171,1.4331,18530,2021-05-14 09:49:21:072,Cycling
2.7916,-5.5593,-1.4557,2.9342,-9.1326,-2.0388,0.504,2.7284,-2.5826,-1.0574,1.6487,-0.1466,19030,2021-05-14 09:49:21:572,Cycling
2.2075,-4.0486,0.6345,5.1873,-6.8322,-4.7523,-2.9798,2.7836,5.3867,1.2486,0.4575,1.5766,19530,2021-05-14 09:49:22:072,Cycling
0.0862,-13.0556,-5.4013,3.8605,-8.8273,-1.8293,-3.7743,-4.2283,-3.5721,-0.6506,0.0757,0.6884,20030,2021-05-14 09:49:22:572,Cycling
5.0374,-6.8522,-2.6408,6.1293,-5.5332,-5.2901,-4.5256,4.7971,6.4218,-0.1619,-1.3635,-0.7019,20530,2021-05-14 09:49:23:072,Cycling
4.9943,-16.666,-3.6512,3.8604,-8.9449,-1.1212,-1.4205,-6.4446,-2.238,-0.1167,0.1881,-0.0556,21030,2021-05-14 09:49:23:572,Cycling
8.521,-10.7763,-4.9608,6.1128,-5.8171,-4.9966,2.4081,-4.9592,0.0358,-0.6164,-0.7898,-1.7055,21530,2021-05-14 09:49:24:072,Cycling
7.8099,-8.6455,-0.5578,3.4054,-9.0061,-1.8611,4.4045,0.3606,1.3033,1.1283,-0.6225,0.7074,22030,2021-05-14 09:49:24:572,Cycling
2.2673,-6.6726,-6.7684,5.1303,-7.1333,-4.3551,-3.5287,-0.5184,-0.9558,-1.157,-0.5095,-2.0269,22530,2021-05-14 09:49:25:072,Cycling
3.7278,-7.0653,-2.5259,4.269,-8.5307,-2.2744,-0.9389,1.1762,0.018,0.7477,0.4844,2.0641,23030,2021-05-14 09:49:25:572,Cycling
7.999,-10.2208,-3.7134,4.1634,-8.207,-3.3884,4.5651,-1.6055,-0.5268,-1.8265,1.8027,-0.3494,23530,2021-05-14 09:49:26:072,Cycling
2.8347,-8.3965,-2.3535,2.529,-9.2608,-2.003,0.8612,-1.1635,-0.7767,1.6163,-1.8973,0.4459,24030,2021-05-14 09:49:26:572,Cycling
1.6688,-12.3852,-2.6887,5.6174,-5.8379,-5.5258,0.2613,-5.5529,0.8492,-1.0794,-1.171,-1.7691,24530,2021-05-14 09:49:27:072,Cycling
5.035,-5.1092,-4.5155,4.4397,-6.557,-5.7849,-0.1165,-3.0143,0.6351,-0.2957,0.6035,0.5382,25030,2021-05-14 09:49:27:572,Cycling
7.0102,-6.6367,-5.8275,5.1142,-6.066,-5.7637,1.9462,-0.5218,-0.0713,-0.1271,0.2224,-0.256,25530,2021-05-14 09:49:28:072,Cycling
6.3662,-7.5154,-5.7868,5.4725,-5.6091,-5.8958,0.9168,-1.8811,0.1064,-0.2242,0.2969,-0.0348,26031,2021-05-14 09:49:28:573,Cycling
7.2233,-7.9775,-7.2425,4.8986,-6.236,-5.7695,4.9641,3.1494,-0.6697,0.2938,-0.631,-0.0452,26530,2021-05-14 09:49:29:072,Cycling
-3.4405,-2.3104,2.8683,4.5325,-6.0687,-6.2287,-1.9353,5.9113,4.3657,0.8289,-0.7019,-0.2138,27030,2021-05-14 09:49:29:572,Cycling
3.0837,-8.3797,-2.3272,2.6187,-8.8162,-3.4039,1.4675,2.9463,-1.366,-2.1936,1.0122,-0.7837,27530,2021-05-14 09:49:30:072,Cycling
2.2529,-9.0429,-4.0223,3.4158,-8.84,-2.5212,-4.1413,-2.8461,0.6082,2.0488,-0.4789,2.2889,28030,2021-05-14 09:49:30:572,Cycling
-6.3973,-10.6015,1.6185,4.2663,-7.0395,-5.3305,-4.635,9.7809,8.1341,-0.6952,-4.102,-2.8497,28530,2021-05-14 09:49:31:072,Cycling
4.2904,-4.9225,-2.3607,3.259,-8.8792,-2.5902,0.1121,-3.2618,-4.7768,-2.5827,-1.504,-2.4166,29030,2021-05-14 09:49:31:572,Cycling
3.9911,3.1651,-4.6543,5.1435,-6.9824,-4.5783,-0.9852,1.3112,2.5191,-0.1631,-1.1643,-0.1906,29530,2021-05-14 09:49:32:072,Cycling
5.5713,-12.2296,-10.1849,4.4053,-7.0878,-5.1504,-0.3328,1.5801,0.6219,-0.3348,0.1717,-0.0122,30030,2021-05-14 09:49:32:572,Cycling
3.1603,-6.4117,-3.9409,4.0303,-7.9205,-4.1464,-0.8152,1.5461,0.1871,0.2346,0.1454,0.0501,30530,2021-05-14 09:49:33:072,Cycling
-0.0622,-11.3533,-1.6759,0.6985,-9.7556,-0.7144,0.0126,0.7103,-1.6606,0.3152,-0.1332,0.4765,31030,2021-05-14 09:49:33:572,Cycling
-0.2155,-10.6398,0.8308,0.485,-9.7946,-0.0096,0.5158,-1.6544,0.7973,0.1888,-0.6048,-0.1228,31530,2021-05-14 09:49:34:072,Cycling
1.6209,-9.8904,-0.1077,1.1475,-9.736,-0.2528,1.1695,0.2629,0.2327,0.025,-0.1258,-0.1442,32030,2021-05-14 09:49:34:572,Cycling
0.5076,-7.9392,-2.3894,2.6304,-9.3339,-1.4595,-1.0587,2.1871,0.2788,-0.1038,-0.1484,-0.3341,32530,2021-05-14 09:49:35:072,Cycling
3.3974,-9.7899,-1.4892,3.2157,-9.0514,-1.9754,0.1816,-0.7385,0.4862,0.0605,-0.2871,-0.1423,33033,2021-05-14 09:49:35:575,Cycling
4.2473,-8.351,-1.0798,3.5735,-8.9401,-1.8642,0.4725,0.1619,-0.0611,0.2663,0.0367,0.1545,33530,2021-05-14 09:49:36:072,Cycling
5.8275,-11.2719,-0.5028,2.4136,-9.3927,-1.4568,2.988,-0.3474,0.3065,0.0586,0.0507,0.1161,34030,2021-05-14 09:49:36:572,Cycling
-0.9337,-10.082,-0.7973,3.2212,-9.1236,-1.5984,-4.1549,-0.9584,0.8012,0.1717,-0.1613,-0.2731,34530,2021-05-14 09:49:37:072,Cycling
0.8811,-9.9838,-0.7518,2.4189,-9.4475,-1.0318,-1.5378,-0.5363,0.28,0.2841,0.0764,0.303,35030,2021-05-14 09:49:37:572,Cycling
9.4643,-10.6135,-4.0199,2.9307,-8.7258,-3.3827,5.236,-2.7173,-0.0272,-1.2969,0.3653,-2.0311,35530,2021-05-14 09:49:38:072,Cycling
1.7861,-10.6207,-1.8268,2.563,-9.2629,-1.9492,0.8511,-4.5803,-1.6972,0.5241,0.6231,1.2297,36030,2021-05-14 09:49:38:572,Cycling
3.1771,-6.7612,-3.5985,6.5774,-5.3785,-4.8969,-3.678,-2.8934,2.7326,-1.2211,-1.7727,-2.821,36530,2021-05-14 09:49:39:072,Cycling
6.754,-3.4022,-4.9775,7.1199,-4.2245,-5.2566,1.0282,-2.4868,-1.6473,-0.8717,0.1228,-0.1668,37030,2021-05-14 09:49:39:572,Cycling
12.3493,-5.4468,-6.9599,6.7019,-3.0199,-6.4911,5.6474,-2.4269,-0.4688,-0.2395,0.3005,-1.127,37530,2021-05-14 09:49:40:072,Cycling
5.0805,-4.8866,-3.6057,6.2233,-6.4447,-3.9883,1.2419,-2.1475,0.1584,0.3574,-0.3195,0.518,38030,2021-05-14 09:49:40:572,Cycling
7.3287,-1.245,-8.2624,8.0186,-1.9199,-5.3091,-0.69,0.6749,-2.9533,1.0336,0.7123,1.1215,38530,2021-05-14 09:49:41:072,Cycling
10.3142,-3.0622,-6.4907,7.2909,-5.0725,-4.1572,3.2288,0.0438,-0.2059,-0.6133,-0.5486,-1.4948,39030,2021-05-14 09:49:41:572,Cycling
11.1354,-7.2353,-4.7453,6.2212,-6.3326,-4.1672,7.7166,-1.5913,-0.6342,0.7312,-0.5302,1.9749,39530,2021-05-14 09:49:42:072,Cycling
2.7485,-1.0104,-5.8251,7.289,-2.1182,-6.2092,-0.4152,-0.9751,0.7122,0.8002,0.4081,-0.2303,40030,2021-05-14 09:49:42:572,Cycling
6.8522,-2.2577,-6.8211,7.1462,-2.7591,-6.1229,-0.5787,0.5828,-0.41,0.025,0.1918,0.1258,40530,2021-05-14 09:49:43:072,Cycling
4.6926,-1.1732,-6.699,5.3932,-2.0245,-7.9363,-0.6766,1.165,1.1799,-0.1179,-0.1784,0.2908,41030,2021-05-14 09:49:43:572,Cycling
5.0877,-2.7845,-6.9504,6.3393,-2.0076,-7.2079,-3.7751,-3.3219,2.9677,0.7135,-0.3464,-0.7905,41530,2021-05-14 09:49:44:072,Cycling
8.7915,-3.395,-6.3207,7.0916,-2.4651,-6.309,0.8145,-0.1674,0.2872,0.2315,0.0892,-0.4661,42030,2021-05-14 09:49:44:572,Cycling
7.6112,-5.8897,-9.1387,6.8481,-3.6082,-6.0212,1.1134,-2.3817,-2.6855,-2.094,0.08,1.3207,42530,2021-05-14 09:49:45:072,Cycling
4.7333,-1.008,-7.5106,5.4466,-1.4923,-8.0173,-0.6487,0.4578,0.5551,0.0385,0.2364,0.3189,43030,2021-05-14 09:49:45:572,Cycling
5.8155,0.0862,-8.2193,5.5668,-1.6477,-7.9035,0.2594,1.5137,-0.2655,-0.628,-0.0666,0.62,43530,2021-05-14 09:49:46:072,Cycling
6.7756,-1.3886,-7.4436,5.8087,-1.6141,-7.7346,1.2514,0.02,0.6842,1.0837,-0.3329,-0.6329,44030,2021-05-14 09:49:46:572,Cycling
8.8035,-3.9983,-4.0223,7.0929,-3.2733,-5.9284,1.3748,-0.7407,3.863,0.7874,-0.2224,1.0977,44532,2021-05-14 09:49:47:074,Cycling
8.5976,-5.8897,-5.8538,6.8518,-4.9347,-4.9872,1.9401,-0.6861,-1.7847,-1.113,0.0947,-0.7239,45031,2021-05-14 09:49:47:573,Cycling
7.3885,-5.782,-4.8028,7.5001,-2.9601,-5.5819,-1.833,-0.3152,0.9108,1.0727,1.0079,1.4197,45530,2021-05-14 09:49:48:072,Cycling
9.0237,-5.8682,-3.4884,6.5027,-6.5438,-3.3263,2.4557,-0.3125,0.1706,-0.0171,0.1362,-0.3048,46030,2021-05-14 09:49:48:572,Cycling
7.0294,-6.4859,-3.6272,6.1947,-7.0681,-2.7996,0.8347,0.5822,-0.8276,-0.182,0.3677,-0.2938,46530,2021-05-14 09:49:49:072,Cycling
4.865,-6.7588,-1.9417,6.8234,-6.7596,-1.98,-4.2343,1.1647,-0.0416,-0.2162,0.3189,-0.1582,47031,2021-05-14 09:49:49:573,Cycling
7.9368,-5.4444,-1.7549,6.4039,-7.0554,-2.32,6.2613,-6.7624,-3.7925,-0.7758,1.6713,-0.931,47530,2021-05-14 09:49:50:072,Cycling
6.8785,-6.5027,-2.715,6.9209,-6.4744,-2.5206,-0.0423,-0.0282,-0.1944,-0.3549,-0.3604,0.0165,48030,2021-05-14 09:49:50:572,Cycling
-3.4644,1.5012,0.5124,8.111,-2.1366,-5.0811,-11.5754,3.6378,5.5934,0.8845,0.7404,2.6512,48530,2021-05-14 09:49:51:072,Cycling
5.047,-4.312,-3.0789,8.1211,-1.4894,-5.2914,-3.0742,-2.8225,2.2125,-0.6194,-0.8094,-1.3897,49030,2021-05-14 09:49:51:572,Cycling
9.0333,-3.7206,0.3089,8.7419,-1.3554,-4.2323,-9.4627,0.6501,5.5068,0.3775,-0.1814,-0.6255,49530,2021-05-14 09:49:52:072,Cycling
5.5258,-2.3128,1.9513,8.6927,-2.4314,-3.8334,3.9594,-0.7271,0.2174,-1.0226,-1.4166,-2.2425,50030,2021-05-14 09:49:52:572,Cycling
9.4978,-2.7916,-3.2106,5.5203,-7.9156,-1.7437,4.2857,5.3895,-1.7705,-1.3769,-0.9096,0.0452,50530,2021-05-14 09:49:53:072,Cycling
10.3477,-15.5384,-0.589,5.0889,-8.3474,-0.7712,6.7552,-6.4681,0.408,0.3268,-1.5351,2.7886,51030,2021-05-14 09:49:53:572,Cycling
-4.1683,-5.0733,1.3575,6.6614,-6.2808,-3.514,-12.6733,4.5234,2.4414,0.2095,-1.6597,-2.0904,51530,2021-05-14 09:49:54:072,Cycling
2.4804,-5.7485,-3.134,3.0128,-9.1078,-2.0352,-3.5922,5.9713,0.3306,-1.9529,-0.4771,0.1662,52030,2021-05-14 09:49:54:572,Cycling
4.2856,-6.8618,-5.1212,4.7454,-8.4821,-1.3056,-1.3912,-1.7291,-3.7031,1.5968,0.6115,1.6054,52530,2021-05-14 09:49:55:072,Cycling
8.3582,-12.2535,-0.3615,5.9264,-6.9981,-3.4748,1.7006,-6.0842,3.3516,-0.5424,-0.8894,-2.6707,53030,2021-05-14 09:49:55:572,Cycling
9.9551,-12.9718,0.5076,3.9073,-8.9227,-1.1352,5.796,-4.1803,1.7655,-0.1264,0.1668,1.6304,53530,2021-05-14 09:49:56:072,Cycling
-1.0127,-8.011,2.2649,7.4498,-5.0548,-3.8884,-6.6909,-6.8516,4.1661,0.3708,-1.0024,-0.6897,54030,2021-05-14 09:49:56:572,Cycling
5.4037,-15.5192,-2.1644,3.682,-9.0297,-1.0381,2.0261,-6.3618,-0.9484,0.7007,-1.1949,0.6353,54530,2021-05-14 09:49:57:072,Cycling
5.0781,-11.7436,-5.102,7.1765,-5.6827,-3.5178,4.8591,-5.9052,3.0245,-0.92,-1.8699,-1.8576,55030,2021-05-14 09:49:57:572,Cycling
8.1906,-10.1466,-0.1245,4.3359,-8.739,-1.0007,1.9122,-8.9035,-0.7223,0.6646,-0.0739,0.1881,55530,2021-05-14 09:49:58:072,Cycling
5.8155,-9.9144,2.15,6.2956,-6.5513,-3.6901,-4.2746,-1.9049,0.8827,-1.2895,-0.6127,-1.6212,56030,2021-05-14 09:49:58:572,Cycling
5.5234,-6.9264,-2.8299,5.7471,-7.8491,-1.238,-1.2072,1.8955,-0.9382,0.3519,-0.0238,1.1961,56530,2021-05-14 09:49:59:072,Cycling
5.6767,-4.8123,-4.0486,3.9931,-8.7723,-1.809,1.4512,3.8236,-2.1155,-0.6671,-0.0721,-0.3567,57030,2021-05-14 09:49:59:572,Cycling
3.3854,-4.0965,-2.2577,6.961,-5.7378,-3.8461,-2.8568,1.6787,1.1964,0.6921,0.2114,0.5718,57530,2021-05-14 09:50:00:072,Cycling
8.7508,-3.5147,-3.5458,7.2945,-5.3503,-3.7861,1.3288,1.7812,0.0651,0.5192,-0.1631,-0.1203,58030,2021-05-14 09:50:00:572,Cycling
7.6854,-10.9391,-4.0582,8.1518,-4.2378,-3.4291,-0.603,-6.8569,-0.7706,-0.1662,0.5315,-0.3427,58530,2021-05-14 09:50:01:072,Cycling
7.8913,-6.1962,-5.0254,8.5135,-3.7974,-3.0447,1.5118,-0.3901,0.1136,-1.6237,0.2468,0.537,59030,2021-05-14 09:50:01:572,Cycling
8.2121,-3.4812,-4.0654,8.5046,-2.6013,-4.1322,-0.4478,-1.7932,-0.5258,0.2175,-0.2089,-0.5577,59530,2021-05-14 09:50:02:072,Cycling
8.4922,-4.5107,-2.9784,8.7464,-3.4351,-2.8056,-2.0339,-0.3328,0.1593,-0.3525,0.4948,1.9523,60030,2021-05-14 09:50:02:572,Cycling
4.051,-3.9863,-3.2417,6.7032,-5.6661,-4.374,0.2375,-0.1542,-0.6825,0.1753,-0.3549,1.2199,60530,2021-05-14 09:50:03:072,Cycling
5.4492,-7.2185,-2.9808,4.5091,-7.9057,-3.6521,1.5554,1.0391,0.7264,0.4447,0.0183,0.1368,61030,2021-05-14 09:50:03:572,Cycling
3.9744,-8.0325,-5.3008,3.7659,-8.6331,-2.7309,-2.3292,-1.6095,-0.1418,-0.3299,0.2321,1.1863,61530,2021-05-14 09:50:04:072,Cycling
3.1843,-7.3071,-2.5809,4.8241,-7.9073,-3.2208,-1.6853,-0.063,-0.586,-0.3812,-0.0709,-0.3629,62030,2021-05-14 09:50:04:572,Cycling
2.9975,-4.2641,-2.7318,2.6857,-9.0294,-2.7253,4.188,-1.2441,0.6735,0.584,1.8961,1.6958,62530,2021-05-14 09:50:05:072,Cycling
2.9425,-7.6567,-2.7677,4.6535,-7.9911,-3.2647,-1.711,0.3344,0.497,-0.2712,0.0977,-0.5223,63030,2021-05-14 09:50:05:572,Cycling
1.4964,-9.5002,-1.4102,1.3243,-9.5761,-1.6475,7.1463,-1.9903,0.7616,-0.1637,-0.2505,0.4294,63530,2021-05-14 09:50:06:072,Cycling
4.695,-7.9847,-3.699,4.6933,-7.7392,-3.7746,-0.6351,0.5782,0.7172,0.1045,-0.347,0.4252,64030,2021-05-14 09:50:06:572,Cycling
4.221,-8.0349,-1.3719,0.8798,-9.6546,-1.478,3.3411,1.6197,0.1062,-0.664,0.8063,-1.8473,64531,2021-05-14 09:50:07:073,Cycling
2.2242,-7.1539,-3.5554,5.3669,-7.4123,-3.5249,-3.1427,0.2584,-0.0305,0.2334,-0.3531,0.0501,65030,2021-05-14 09:50:07:572,Cycling
-6.9839,1.1684,1.0989,3.4974,-8.6437,-3.0373,5.5036,-6.9726,1.9018,1.2572,1.1802,4.2919,65530,2021-05-14 09:50:08:072,Cycling
7.6662,-8.3486,-4.6998,5.4785,-7.4953,-3.1586,2.3174,-1.7993,-1.1281,-1.9933,0.1668,-2.6829,66030,2021-05-14 09:50:08:572,Cycling
7.106,0.6656,-2.9521,8.4855,-0.2143,-4.9113,-1.4441,-0.5297,0.7936,2.2083,1.0825,1.0757,66530,2021-05-14 09:50:09:072,Cycling
8.8705,-3.6344,-1.9417,4.4185,-8.6557,-1.3135,4.4776,2.2079,-0.4239,-0.2615,-0.5919,0.1472,67030,2021-05-14 09:50:09:572,Cycling
0.0455,-2.2865,0.4932,7.4763,-5.6474,-2.8952,-7.433,3.0872,3.8645,1.8466,1.5278,1.3433,67530,2021-05-14 09:50:10:072,Cycling
11.2647,-14.1569,-2.557,4.5172,-8.4281,-2.1753,0.3596,4.8819,-1.3862,-2.1906,0.3818,-0.5687,68030,2021-05-14 09:50:10:572,Cycling
12.6318,-9.019,-8.6215,2.1042,-9.4731,-1.4154,6.8994,-4.1054,-2.5979,-1.9169,-0.4887,-1.0733,68530,2021-05-14 09:50:11:072,Cycling
17.2335,-20.243,-6.4404,3.4345,-9.1844,-0.147,10.1574,-4.0819,-3.8441,1.9322,-2.6615,2.2034,69030,2021-05-14 09:50:11:572,Cycling
21.9333,-31.7375,-0.079,1.3212,-9.5965,1.5272,22.5567,-22.5195,-15.5588,2.2272,2.8937,3.8875,69530,2021-05-14 09:50:12:072,Cycling
2.6169,-10.2879,2.1452,0.2167,-9.7324,1.1848,1.6652,0.079,-1.3452,0.2053,0.0666,0.3488,70030,2021-05-14 09:50:12:572,Cycling
1.1325,-8.825,-0.0144,0.4999,-9.7938,0.0532,1.1257,-0.4726,0.859,-0.4417,0.8253,-0.1436,70530,2021-05-14 09:50:13:072,Cycling
0.7781,-10.7955,0.51,0.9217,-9.7626,-0.114,-0.7351,-0.6726,0.4099,-0.0641,0.1478,-0.0739,71030,2021-05-14 09:50:13:572,Cycling
0.4573,-9.9192,0.1676,1.2865,-9.7184,-0.2609,0.5837,-1.1631,0.9103,0.0195,-0.0525,0.0098,71530,2021-05-14 09:50:14:072,Cycling
6.0573,-13.1897,-1.4748,1.7287,-9.6376,-0.5463,1.7308,0.9058,0.6329,-0.1008,-0.1216,-0.0983,72030,2021-05-14 09:50:14:572,Cycling
-3.6033,-2.0734,0.6009,4.1151,-8.8519,-0.938,-10.3002,7.4577,4.2549,1.8198,1.482,2.3201,72530,2021-05-14 09:50:15:072,Cycling
-5.3223,-10.7236,7.5465,6.088,-7.2258,-2.6257,-12.0131,-4.0826,10.2483,-1.0134,-2.7336,-2.2174,73030,2021-05-14 09:50:15:572,Cycling
5.5474,-6.0573,-4.0486,5.7404,-7.1777,-3.4204,-0.504,0.7823,-0.2934,-0.38,0.4026,0.7043,73530,2021-05-14 09:50:16:072,Cycling
7.6351,-6.0214,-3.6033,5.9957,-6.468,-4.2879,1.6394,0.4466,0.6846,0.0226,-0.0464,0.113,74030,2021-05-14 09:50:16:572,Cycling
6.6702,-6.8211,-3.4955,6.3283,-6.2661,-4.1059,0.6738,0.4274,0.4597,0.1484,-0.2144,-0.1845,74530,2021-05-14 09:50:17:072,Cycling
6.7109,-7.0629,-3.4189,6.6178,-6.43,-3.3212,-0.4279,-0.2501,0.1211,0.5107,-0.1069,-0.3299,75030,2021-05-14 09:50:17:572,Cycling
6.8785,-7.8721,-3.1771,6.2512,-6.9384,-2.992,0.6615,0.1911,0.0118,-0.146,0.1973,0.0837,75530,2021-05-14 09:50:18:072,Cycling
5.7604,-7.0174,-3.292,6.0594,-7.0733,-3.0696,-0.299,0.0559,-0.2224,0.1637,-0.1338,-0.0171,76030,2021-05-14 09:50:18:572,Cycling
7.1299,-7.0102,-3.7565,6.2751,-6.7407,-3.3699,0.5517,-0.1243,-0.4434,-0.0391,-0.0941,0.0012,76530,2021-05-14 09:50:19:072,Cycling
8.3199,-5.8754,-3.8834,6.7344,-6.4288,-3.0804,1.444,1.0731,-0.619,0.5803,-0.4472,-0.5767,77030,2021-05-14 09:50:19:572,Cycling
-4.142,-2.9568,-2.5139,6.8339,-6.0132,-3.6482,-4.8259,-1.5836,0.1777,-0.4148,-0.5657,-1.4923,77530,2021-05-14 09:50:20:072,Cycling
7.4723,-4.3167,-2.0016,6.5392,-7.1024,-1.7217,0.9331,2.7857,-0.2799,0.9762,-0.369,0.9218,78030,2021-05-14 09:50:20:572,Cycling
5.4755,-10.9008,-0.6919,4.067,-8.8821,-0.859,1.1287,-2.1675,0.3336,0.171,-0.5956,0.6878,78530,2021-05-14 09:50:21:072,Cycling
5.7557,-10.501,-1.9441,7.5343,-5.5052,-3.016,-1.7787,-4.9957,1.0719,-0.4698,-0.0525,-2.78,79030,2021-05-14 09:50:21:572,Cycling
6.438,-13.4147,-1.7334,4.0769,-8.9061,-0.4801,2.3612,-4.5086,-1.2533,0.0654,0.799,0.7489,79530,2021-05-14 09:50:22:072,Cycling
2.0997,-6.1148,0.1604,7.5704,-5.6721,-2.5859,-1.9392,-7.2149,-1.1379,-0.8515,-0.9285,-1.3592,80030,2021-05-14 09:50:22:572,Cycling
10.9056,-10.6997,-2.5762,2.8748,-9.3506,-0.6878,6.665,-2.2595,-0.5705,-0.416,-0.124,0.3751,80531,2021-05-14 09:50:23:073,Cycling
-2.0662,-4.5586,-0.1101,6.6986,-6.7319,-2.4457,-6.3758,2.7789,0.7571,0.5864,-0.08,-0.16,81030,2021-05-14 09:50:23:572,Cycling
5.2553,-7.0725,-0.1053,1.944,-9.388,-2.0631,1.3122,5.1084,0.419,-0.9389,0.2211,-0.7898,81530,2021-05-14 09:50:24:072,Cycling
4.4173,-10.1586,-1.5778,2.8728,-9.3367,-0.862,1.5445,-0.8219,-0.7158,0.2181,-0.2779,2.8436,82030,2021-05-14 09:50:24:572,Cycling
1.6951,-10.1754,-0.6656,6.1544,-7.2974,-2.2454,-6.8487,-4.101,4.5542,-0.0745,-1.653,-2.7794,82530,2021-05-14 09:50:25:072,Cycling
9.7252,-5.782,0.0263,2.909,-9.2355,-1.5535,4.557,4.7371,-0.8244,-0.7159,-0.0568,-1.8039,83030,2021-05-14 09:50:25:572,Cycling
12.4762,-15.3085,-1.0942,1.4159,-9.7035,0.0924,11.0603,-5.6051,-1.1866,0.5938,-1.4135,2.1814,83530,2021-05-14 09:50:26:072,Cycling
3.9049,-12.6821,-3.3998,3.4921,-9.1633,0.102,-9.6631,5.5385,0.5073,0.8564,0.5253,3.7232,84030,2021-05-14 09:50:26:572,Cycling
-7.2736,-9.9072,2.229,5.458,-7.3897,-3.4311,-7.0921,-6.4982,2.3837,-0.1002,-1.0391,0.4459,84530,2021-05-14 09:50:27:072,Cycling
4.4963,-2.7533,-5.2625,3.8993,-8.8041,-1.8583,-0.86,0.8678,-2.1368,0.7422,-0.5266,0.6683,85030,2021-05-14 09:50:27:572,Cycling
1.4533,-4.9991,-0.5722,3.3253,-9.1585,-1.1112,-1.8721,4.1594,0.539,0.3201,0.7483,0.6946,85531,2021-05-14 09:50:28:073,Cycling
1.0319,-6.8714,3.9049,4.606,-8.4718,-1.7842,-3.5741,1.6005,5.6891,-0.7752,0.0263,-1.7434,86030,2021-05-14 09:50:28:572,Cycling
6.3279,-18.8088,-3.8762,2.954,-9.2473,-1.39,10.5581,-4.4852,-2.5523,0.6316,-1.7355,2.8295,86530,2021-05-14 09:50:29:072,Cycling
-2.4924,-5.3367,-3.5099,2.4914,-9.42,-1.1078,-6.7761,5.2071,0.0341,1.485,1.5131,1.7318,87030,2021-05-14 09:50:29:572,Cycling
-6.3973,10.8888,7.4292,4.6545,-8.3236,-2.2855,-14.8602,7.3482,4.104,-0.6988,-1.2779,-3.8729,87530,2021-05-14 09:50:30:072,Cycling
7.9104,-11.4586,2.7581,3.5955,-9.0026,-1.4817,-14.8237,-1.3347,5.233,-0.0904,-0.0892,-3.5204,88030,2021-05-14 09:50:30:572,Cycling
11.3342,-10.0892,-3.1963,4.1307,-8.7555,-1.565,-2.9397,7.2537,2.7211,-0.1472,-1.6408,-0.8534,88530,2021-05-14 09:50:31:072,Cycling
